scenario,source,variable,shock,horizon,response
phi_pi_1p3,dynare,i,e_pi,5,2.1663238775e-05
phi_pi_1p3,dynare,i,e_pi,6,1.43720628437e-05
phi_pi_1p3,dynare,i,e_pi,7,9.53487114875e-06
phi_pi_1p3,dynare,i,e_pi,8,6.32572852011e-06
phi_pi_1p3,dynare,i,e_pi,9,4.19668401239e-06
phi_pi_1p3,dynare,i,e_pi,10,2.78421001531e-06
phi_pi_1p3,dynare,i,e_pi,11,1.84713106502e-06
phi_pi_1p3,dynare,i,e_pi,12,1.22544389705e-06
phi_pi_1p3,dynare,i,e_pi,13,8.12997395393e-07
phi_pi_1p3,dynare,i,e_pi,14,5.39367625486e-07
phi_pi_1p3,dynare,i,e_pi,15,3.57833170279e-07
phi_pi_1p3,dynare,i,e_pi,16,2.37397596188e-07
phi_pi_1p3,dynare,i,e_pi,17,1.57496910172e-07
phi_pi_1p3,dynare,i,e_pi,18,1.04488323016e-07
phi_pi_1p3,dynare,i,e_pi,19,6.93207862596e-08
phi_pi_1p3,dynare,i,e_i,0,0.000482962594022
phi_pi_1p3,dynare,i,e_i,1,0.000320412327287
phi_pi_1p3,dynare,i,e_i,2,0.000212571451181
phi_pi_1p3,dynare,i,e_i,3,0.000141026477476
phi_pi_1p3,dynare,i,e_i,4,9.35613283854e-05
phi_pi_1p3,dynare,i,e_i,5,6.20714799512e-05
phi_pi_1p3,dynare,i,e_i,6,4.11801402333e-05
phi_pi_1p3,dynare,i,e_i,7,2.7320179106e-05
phi_pi_1p3,dynare,i,e_i,8,1.81250520798e-05
phi_pi_1p3,dynare,i,e_i,9,1.20247203219e-05
phi_pi_1p3,dynare,i,e_i,10,7.97757149521e-06
phi_pi_1p3,dynare,i,e_i,11,5.29256774855e-06
phi_pi_1p3,dynare,i,e_i,12,3.5112531915e-06
phi_pi_1p3,dynare,i,e_i,13,2.32947400214e-06
phi_pi_1p3,dynare,i,e_i,14,1.54544512478e-06
phi_pi_1p3,dynare,i,e_i,15,1.02529611041e-06
phi_pi_1p3,dynare,i,e_i,16,6.80213161351e-07
phi_pi_1p3,dynare,i,e_i,17,4.51274456401e-07
phi_pi_1p3,dynare,i,e_i,18,2.99389436388e-07
phi_pi_1p3,dynare,i,e_i,19,1.9862421493e-07
phi_pi_1p4,dynare,x,e_x,0,0.00397246074923
phi_pi_1p4,dynare,x,e_x,1,-0.000679967282475
phi_pi_1p4,dynare,x,e_x,2,-0.000449963838256
phi_pi_1p4,dynare,x,e_x,3,-0.000297760584893
phi_pi_1p4,dynare,x,e_x,4,-0.000197041091701
phi_pi_1p4,dynare,x,e_x,5,-0.000130390635257
phi_pi_1p4,dynare,x,e_x,6,-8.62851378661e-05
phi_pi_1p4,dynare,x,e_x,7,-5.70986175648e-05
phi_pi_1p4,dynare,x,e_x,8,-3.77846313797e-05
phi_pi_1p4,dynare,x,e_x,9,-2.50037291512e-05
phi_pi_1p4,dynare,x,e_x,10,-1.65460518904e-05
phi_pi_1p4,dynare,x,e_x,11,-1.09492400715e-05
phi_pi_1p4,dynare,x,e_x,12,-7.24558697973e-06
phi_pi_1p4,dynare,x,e_x,13,-4.79471911641e-06
phi_pi_1p4,dynare,x,e_x,14,-3.17287356698e-06
phi_pi_1p4,dynare,x,e_x,15,-2.09962803402e-06
phi_pi_1p4,dynare,x,e_x,16,-1.38941492252e-06
phi_pi_1p4,dynare,x,e_x,17,-9.19436107559e-07
phi_pi_1p4,dynare,x,e_x,18,-6.08430744612e-07
phi_pi_1p4,dynare,x,e_x,19,-4.02625008901e-07
phi_pi_1p4,dynare,x,e_pi,0,-0.00124524912953
phi_pi_1p4,dynare,x,e_pi,1,-0.000824035350449
phi_pi_1p4,dynare,x,e_pi,2,-0.000545299926486
phi_pi_1p4,dynare,x,e_pi,3,-0.000360848608817
phi_pi_1p4,dynare,x,e_pi,4,-0.000238789173005
phi_pi_1p4,dynare,x,e_pi,5,-0.000158017151102
phi_pi_1p4,dynare,x,e_pi,6,-0.000104566801451
phi_pi_1p4,dynare,x,e_pi,7,-6.91963871614e-05
phi_pi_1p4,dynare,x,e_pi,8,-4.57902501533e-05
phi_pi_1p4,dynare,x,e_pi,9,-3.03013942651e-05
phi_pi_1p4,dynare,x,e_pi,10,-2.00517466346e-05
phi_pi_1p4,dynare,x,e_pi,11,-1.32691103116e-05
phi_pi_1p4,dynare,x,e_pi,12,-8.78074572106e-06
phi_pi_1p4,dynare,x,e_pi,13,-5.8106002292e-06
phi_pi_1p4,dynare,x,e_pi,14,-3.84512615399e-06
phi_pi_1p4,dynare,x,e_pi,15,-2.54448672372e-06
phi_pi_1p4,dynare,x,e_pi,16,-1.68379720923e-06
phi_pi_1p4,dynare,x,e_pi,17,-1.11424163285e-06
phi_pi_1p4,dynare,x,e_pi,18,-7.37342008627e-07
phi_pi_1p4,dynare,x,e_pi,19,-4.87931182661e-07
phi_pi_1p4,dynare,x,e_i,0,-0.0033131437328
phi_pi_1p4,dynare,x,e_i,1,-0.00219245088569
phi_pi_1p4,dynare,x,e_i,2,-0.00145083982883
phi_pi_1p4,dynare,x,e_i,3,-0.000960083631814
phi_pi_1p4,dynare,x,e_i,4,-0.000635328974131
phi_pi_1p4,dynare,x,e_i,5,-0.000420424733841
phi_pi_1p4,dynare,x,e_i,6,-0.00027821327851
phi_pi_1p4,dynare,x,e_i,7,-0.000184105791379
phi_pi_1p4,dynare,x,e_i,8,-0.000121830786082
phi_pi_1p4,dynare,x,e_i,9,-8.0620714461e-05
phi_pi_1p4,dynare,x,e_i,10,-5.33502229545e-05
phi_pi_1p4,dynare,x,e_i,11,-3.53041561132e-05
phi_pi_1p4,dynare,x,e_i,12,-2.33622910992e-05
phi_pi_1p4,dynare,x,e_i,13,-1.54598411488e-05
phi_pi_1p4,dynare,x,e_i,14,-1.02304473192e-05
phi_pi_1p4,dynare,x,e_i,15,-6.76993064439e-06
phi_pi_1p4,dynare,x,e_i,16,-4.47995669201e-06
phi_pi_1p4,dynare,x,e_i,17,-2.96458162078e-06
phi_pi_1p4,dynare,x,e_i,18,-1.96179222043e-06
phi_pi_1p4,dynare,x,e_i,19,-1.29820298729e-06
phi_pi_1p4,dynare,pi,e_x,0,0.000200538234247
phi_pi_1p4,dynare,pi,e_x,1,-0.000198166836849
phi_pi_1p4,dynare,pi,e_x,2,-0.000131135589641
phi_pi_1p4,dynare,pi,e_x,3,-8.67781064875e-05
phi_pi_1p4,dynare,pi,e_x,4,-5.74248362797e-05
phi_pi_1p4,dynare,pi,e_x,5,-3.80005044501e-05
phi_pi_1p4,dynare,pi,e_x,6,-2.51465817234e-05
phi_pi_1p4,dynare,pi,e_x,7,-1.66405836324e-05
phi_pi_1p4,dynare,pi,e_x,8,-1.10117958246e-05
phi_pi_1p4,dynare,pi,e_x,9,-7.28698283437e-06
phi_pi_1p4,dynare,pi,e_x,10,-4.8221125486e-06
phi_pi_1p4,dynare,pi,e_x,11,-3.191000989e-06
phi_pi_1p4,dynare,pi,e_x,12,-2.11162373528e-06
phi_pi_1p4,dynare,pi,e_x,13,-1.39735299825e-06
phi_pi_1p4,dynare,pi,e_x,14,-9.24689076514e-07
phi_pi_1p4,dynare,pi,e_x,15,-6.1190686197e-07
phi_pi_1p4,dynare,pi,e_x,16,-4.04925306501e-07
phi_pi_1p4,dynare,pi,e_x,17,-2.67956635291e-07
phi_pi_1p4,dynare,pi,e_x,18,-1.77318525772e-07
phi_pi_1p4,dynare,pi,e_x,19,-1.17339358094e-07
phi_pi_1p4,dynare,pi,e_pi,0,0.00240708977263
phi_pi_1p4,dynare,pi,e_pi,1,-0.000240153435407
phi_pi_1p4,dynare,pi,e_pi,2,-0.000158919942696
phi_pi_1p4,dynare,pi,e_pi,3,-0.0001051642178
phi_pi_1p4,dynare,pi,e_pi,4,-6.95917234665e-05
phi_pi_1p4,dynare,pi,e_pi,5,-4.60518613305e-05
phi_pi_1p4,dynare,pi,e_pi,6,-3.04745137261e-05
phi_pi_1p4,dynare,pi,e_pi,7,-2.01663072895e-05
phi_pi_1p4,dynare,pi,e_pi,8,-1.3344920065e-05
phi_pi_1p4,dynare,pi,e_pi,9,-8.83091232241e-06
phi_pi_1p4,dynare,pi,e_pi,10,-5.84379764483e-06
phi_pi_1p4,dynare,pi,e_pi,11,-3.86709432355e-06
phi_pi_1p4,dynare,pi,e_pi,12,-2.5590240142e-06
phi_pi_1p4,dynare,pi,e_pi,13,-1.69341716476e-06
phi_pi_1p4,dynare,pi,e_pi,14,-1.1206075746e-06
phi_pi_1p4,dynare,pi,e_pi,15,-7.4155462835e-07
phi_pi_1p4,dynare,pi,e_pi,16,-4.90718855816e-07
phi_pi_1p4,dynare,pi,e_pi,17,-3.24729947394e-07
phi_pi_1p4,dynare,pi,e_pi,18,-2.1488788842e-07
phi_pi_1p4,dynare,pi,e_pi,19,-1.4220063459e-07
phi_pi_1p4,dynare,pi,e_i,0,-0.000965568830264
phi_pi_1p4,dynare,pi,e_i,1,-0.000638958767816
phi_pi_1p4,dynare,pi,e_i,2,-0.000422826725732
phi_pi_1p4,dynare,pi,e_i,3,-0.000279802780709
phi_pi_1p4,dynare,pi,e_i,4,-0.000185157633914
phi_pi_1p4,dynare,pi,e_i,5,-0.000122526835902
phi_pi_1p4,dynare,pi,e_i,6,-8.10813208116e-05
phi_pi_1p4,dynare,pi,e_i,7,-5.36550261513e-05
phi_pi_1p4,dynare,pi,e_i,8,-3.55058576067e-05
phi_pi_1p4,dynare,pi,e_i,9,-2.34957657244e-05
phi_pi_1p4,dynare,pi,e_i,10,-1.55481670965e-05
phi_pi_1p4,dynare,pi,e_i,11,-1.02888964291e-05
phi_pi_1p4,dynare,pi,e_i,12,-6.80860895516e-06
phi_pi_1p4,dynare,pi,e_i,13,-4.50555180757e-06
phi_pi_1p4,dynare,pi,e_i,14,-2.9815190187e-06
phi_pi_1p4,dynare,pi,e_i,15,-1.97300043115e-06
phi_pi_1p4,dynare,pi,e_i,16,-1.30561994637e-06
phi_pi_1p4,dynare,pi,e_i,17,-8.63985337991e-07
phi_pi_1p4,dynare,pi,e_i,18,-5.71736565712e-07
phi_pi_1p4,dynare,pi,e_i,19,-3.78342879444e-07
phi_pi_1p4,dynare,i,e_x,0,0.000149405131449
phi_pi_1p4,dynare,i,e_x,1,9.88678545786e-05
phi_pi_1p4,dynare,i,e_x,2,6.54251468753e-05
phi_pi_1p4,dynare,i,e_x,3,4.32946569124e-05
phi_pi_1p4,dynare,i,e_x,4,2.86499519938e-05
phi_pi_1p4,dynare,i,e_x,5,1.89589156673e-05
phi_pi_1p4,dynare,i,e_x,6,1.25459366689e-05
phi_pi_1p4,dynare,i,e_x,7,8.30219036053e-06
phi_pi_1p4,dynare,i,e_x,8,5.49391939412e-06
phi_pi_1p4,dynare,i,e_x,9,3.63556471224e-06
phi_pi_1p4,dynare,i,e_x,10,2.40581082989e-06
phi_pi_1p4,dynare,i,e_x,11,1.59202935646e-06
phi_pi_1p4,dynare,i,e_x,12,1.05351486507e-06
phi_pi_1p4,dynare,i,e_x,13,6.97156472913e-07
phi_pi_1p4,dynare,i,e_x,14,4.61338670994e-07
phi_pi_1p4,dynare,i,e_x,15,3.05287804997e-07
phi_pi_1p4,dynare,i,e_x,16,2.02022179669e-07
phi_pi_1p4,dynare,i,e_x,17,1.33686837175e-07
phi_pi_1p4,dynare,i,e_x,18,8.84663776185e-08
phi_pi_1p4,dynare,i,e_x,19,5.85420385007e-08
phi_pi_1p4,dynare,i,e_pi,0,0.000181060343675
phi_pi_1p4,dynare,i,e_pi,1,0.000119815481267
phi_pi_1p4,dynare,i,e_pi,2,7.92870998695e-05
phi_pi_1p4,dynare,i,e_pi,3,5.24677123458e-05
phi_pi_1p4,dynare,i,e_pi,4,3.47201605725e-05
phi_pi_1p4,dynare,i,e_pi,5,2.29758359243e-05
phi_pi_1p4,dynare,i,e_pi,6,1.52041070006e-05
phi_pi_1p4,dynare,i,e_pi,7,1.00612169432e-05
phi_pi_1p4,dynare,i,e_pi,8,6.65794356574e-06
phi_pi_1p4,dynare,i,e_pi,9,4.40584998565e-06
phi_pi_1p4,dynare,i,e_pi,10,2.91554199947e-06
phi_pi_1p4,dynare,i,e_pi,11,1.92934057636e-06
phi_pi_1p4,dynare,i,e_pi,12,1.27672832711e-06
phi_pi_1p4,dynare,i,e_pi,13,8.44866500612e-07
phi_pi_1p4,dynare,i,e_pi,14,5.59084801911e-07
phi_pi_1p4,dynare,i,e_pi,15,3.6997065868e-07
phi_pi_1p4,dynare,i,e_pi,16,2.44825628986e-07
phi_pi_1p4,dynare,i,e_pi,17,1.62011735801e-07
phi_pi_1p4,dynare,i,e_pi,18,1.07210191377e-07
phi_pi_1p4,dynare,i,e_pi,19,7.09456329075e-08
phi_pi_1p4,dynare,i,e_i,0,0.000481734079294
phi_pi_1p4,dynare,i,e_i,1,0.000318784331135
phi_pi_1p4,dynare,i,e_i,2,0.000210953416304
phi_pi_1p4,dynare,i,e_i,3,0.000139597023769
phi_pi_1p4,dynare,i,e_i,4,9.23774043883e-05
phi_pi_1p4,dynare,i,e_i,5,6.11301345196e-05
phi_pi_1p4,dynare,i,e_i,6,4.04524609793e-05
phi_pi_1p4,dynare,i,e_i,7,2.67691476903e-05
phi_pi_1p4,dynare,i,e_i,8,1.77143058968e-05
phi_pi_1p4,dynare,i,e_i,9,1.172232441e-05
phi_pi_1p4,dynare,i,e_i,10,7.75717041208e-06
phi_pi_1p4,dynare,i,e_i,11,5.13325605891e-06
phi_pi_1p4,dynare,i,e_i,12,3.39689814282e-06
phi_pi_1p4,dynare,i,e_i,13,2.24787481089e-06
phi_pi_1p4,dynare,i,e_i,14,1.48751624364e-06
phi_pi_1p4,dynare,i,e_i,15,9.84354006006e-07
phi_pi_1p4,dynare,i,e_i,16,6.51389733242e-07
phi_pi_1p4,dynare,i,e_i,17,4.31052834635e-07
phi_pi_1p4,dynare,i,e_i,18,2.85246353703e-07
phi_pi_1p4,dynare,i,e_i,19,1.88759882231e-07
phi_pi_1p5,dynare,x,e_x,0,0.00398044375012
phi_pi_1p5,dynare,x,e_x,1,-0.000672996252719
phi_pi_1p5,dynare,x,e_x,2,-0.000444236358931
phi_pi_1p5,dynare,x,e_x,3,-0.000293234831247
phi_pi_1p5,dynare,x,e_x,4,-0.000193560622691
phi_pi_1p5,dynare,x,e_x,5,-0.000127766931701
phi_pi_1p5,dynare,x,e_x,6,-8.4337344081e-05
phi_pi_1p5,dynare,x,e_x,7,-5.56700197142e-05
phi_pi_1p5,dynare,x,e_x,8,-3.67470795855e-05
phi_pi_1p5,dynare,x,e_x,9,-2.42562848908e-05
phi_pi_1p5,dynare,x,e_x,10,-1.60112684693e-05
phi_pi_1p5,dynare,x,e_x,11,-1.05688368663e-05
phi_pi_1p5,dynare,x,e_x,12,-6.97635624071e-06
phi_pi_1p5,dynare,x,e_x,13,-4.60500497953e-06
phi_pi_1p5,dynare,x,e_x,14,-3.03970584784e-06
phi_pi_1p5,dynare,x,e_x,15,-2.00647158526e-06
phi_pi_1p5,dynare,x,e_x,16,-1.32444664845e-06
phi_pi_1p5,dynare,x,e_x,17,-8.74250568748e-07
phi_pi_1p5,dynare,x,e_x,18,-5.77081800804e-07
phi_pi_1p5,dynare,x,e_x,19,-3.80924435996e-07
phi_pi_1p5,dynare,x,e_pi,0,-0.00130346345178
phi_pi_1p5,dynare,x,e_pi,1,-0.00086039982463
phi_pi_1p5,dynare,x,e_pi,2,-0.000567939098879
phi_pi_1p5,dynare,x,e_pi,3,-0.000374889453487
phi_pi_1p5,dynare,x,e_pi,4,-0.000247459811471
phi_pi_1p5,dynare,x,e_pi,5,-0.000163345108068
phi_pi_1p5,dynare,x,e_pi,6,-0.000107822050664
phi_pi_1p5,dynare,x,e_pi,7,-7.117197905e-05
phi_pi_1p5,dynare,x,e_pi,8,-4.69797279009e-05
phi_pi_1p5,dynare,x,e_pi,9,-3.10107272989e-05
phi_pi_1p5,dynare,x,e_pi,10,-2.04697909199e-05
phi_pi_1p5,dynare,x,e_pi,11,-1.35118514399e-05
phi_pi_1p5,dynare,x,e_pi,12,-8.91900313236e-06
phi_pi_1p5,dynare,x,e_pi,13,-5.88732175075e-06
phi_pi_1p5,dynare,x,e_pi,14,-3.8861470147e-06
phi_pi_1p5,dynare,x,e_pi,15,-2.56519674977e-06
phi_pi_1p5,dynare,x,e_pi,16,-1.69325409979e-06
phi_pi_1p5,dynare,x,e_pi,17,-1.11769572712e-06
phi_pi_1p5,dynare,x,e_pi,18,-7.37776886874e-07
phi_pi_1p5,dynare,x,e_pi,19,-4.86997240481e-07
phi_pi_1p5,dynare,x,e_i,0,-0.00323682832042
phi_pi_1p5,dynare,x,e_i,1,-0.00213658964926
phi_pi_1p5,dynare,x,e_i,2,-0.00141033594538
phi_pi_1p5,dynare,x,e_i,3,-0.000930945013011
phi_pi_1p5,dynare,x,e_i,4,-0.000614505090145
phi_pi_1p5,dynare,x,e_i,5,-0.000405627078439
phi_pi_1p5,dynare,x,e_i,6,-0.000267749330968
phi_pi_1p5,dynare,x,e_i,7,-0.000176737964609
phi_pi_1p5,dynare,x,e_i,8,-0.000116662506761
phi_pi_1p5,dynare,x,e_i,9,-7.70074528911e-05
phi_pi_1p5,dynare,x,e_i,10,-5.08316507627e-05
phi_pi_1p5,dynare,x,e_i,11,-3.3553333116e-05
phi_pi_1p5,dynare,x,e_i,12,-2.21481330293e-05
phi_pi_1p5,dynare,x,e_i,13,-1.46197039497e-05
phi_pi_1p5,dynare,x,e_i,14,-9.65028263536e-06
phi_pi_1p5,dynare,x,e_i,15,-6.37003014989e-06
phi_pi_1p5,dynare,x,e_i,16,-4.20477675564e-06
phi_pi_1p5,dynare,x,e_i,17,-2.77552023283e-06
phi_pi_1p5,dynare,x,e_i,18,-1.83208598471e-06
phi_pi_1p5,dynare,x,e_i,19,-1.20933690761e-06
phi_pi_1p5,dynare,pi,e_x,0,0.000204281404925
phi_pi_1p5,dynare,pi,e_x,1,-0.000195200123943
phi_pi_1p5,dynare,pi,e_x,2,-0.00012884914585
phi_pi_1p5,dynare,pi,e_x,3,-8.50517000245e-05
phi_pi_1p5,dynare,pi,e_x,4,-5.61415570846e-05
phi_pi_1p5,dynare,pi,e_x,5,-3.7058335471e-05
phi_pi_1p5,dynare,pi,e_x,6,-2.44617409847e-05
phi_pi_1p5,dynare,pi,e_x,7,-1.61468874518e-05
phi_pi_1p5,dynare,pi,e_x,8,-1.06583572504e-05
phi_pi_1p5,dynare,pi,e_x,9,-7.03544751989e-06
phi_pi_1p5,dynare,pi,e_x,10,-4.64401038945e-06
phi_pi_1p5,dynare,pi,e_x,11,-3.06545282817e-06
phi_pi_1p5,dynare,pi,e_x,12,-2.02346684303e-06
phi_pi_1p5,dynare,pi,e_x,13,-1.33566500427e-06
phi_pi_1p5,dynare,pi,e_x,14,-8.8165566428e-07
phi_pi_1p5,dynare,pi,e_x,15,-5.81969811196e-07
phi_pi_1p5,dynare,pi,e_x,16,-3.84150950156e-07
phi_pi_1p5,dynare,pi,e_x,17,-2.53573208896e-07
phi_pi_1p5,dynare,pi,e_x,18,-1.67380484791e-07
phi_pi_1p5,dynare,pi,e_x,19,-1.10485752066e-07
phi_pi_1p5,dynare,pi,e_pi,0,0.00239193514999
phi_pi_1p5,dynare,pi,e_pi,1,-0.000249555850764
phi_pi_1p5,dynare,pi,e_pi,2,-0.000164728677233
phi_pi_1p5,dynare,pi,e_pi,3,-0.000108735327262
phi_pi_1p5,dynare,pi,e_pi,4,-7.1774821442e-05
phi_pi_1p5,dynare,pi,e_pi,5,-4.7377656579e-05
phi_pi_1p5,dynare,pi,e_pi,6,-3.12733950127e-05
phi_pi_1p5,dynare,pi,e_pi,7,-2.0643174573e-05
phi_pi_1p5,dynare,pi,e_pi,8,-1.36262998078e-05
phi_pi_1p5,dynare,pi,e_pi,9,-8.99454906005e-06
phi_pi_1p5,dynare,pi,e_pi,10,-5.93718866712e-06
phi_pi_1p5,dynare,pi,e_pi,11,-3.91906353878e-06
phi_pi_1p5,dynare,pi,e_pi,12,-2.58692453316e-06
phi_pi_1p5,dynare,pi,e_pi,13,-1.70759633623e-06
phi_pi_1p5,dynare,pi,e_pi,14,-1.12716285695e-06
phi_pi_1p5,dynare,pi,e_pi,15,-7.4402602016e-07
phi_pi_1p5,dynare,pi,e_pi,16,-4.91122214738e-07
phi_pi_1p5,dynare,pi,e_pi,17,-3.24183594758e-07
phi_pi_1p5,dynare,pi,e_pi,18,-2.13989512094e-07
phi_pi_1p5,dynare,pi,e_pi,19,-1.41251784565e-07
phi_pi_1p5,dynare,pi,e_i,0,-0.000938830323016
phi_pi_1p5,dynare,pi,e_i,1,-0.000619710084069
phi_pi_1p5,dynare,pi,e_i,2,-0.000409062829439
phi_pi_1p5,dynare,pi,e_i,3,-0.000270017226975
phi_pi_1p5,dynare,pi,e_i,4,-0.00017823497423
phi_pi_1p5,dynare,pi,e_i,5,-0.000117650663976
phi_pi_1p5,dynare,pi,e_i,6,-7.76597230362e-05
phi_pi_1p5,dynare,pi,e_i,7,-5.12622060789e-05
phi_pi_1p5,dynare,pi,e_i,8,-3.3837537263e-05
phi_pi_1p5,dynare,pi,e_i,9,-2.23357326109e-05
phi_pi_1p5,dynare,pi,e_i,10,-1.47435360733e-05
phi_pi_1p5,dynare,pi,e_i,11,-9.73202266206e-06
phi_pi_1p5,dynare,pi,e_i,12,-6.42398571308e-06
phi_pi_1p5,dynare,pi,e_i,13,-4.24039214405e-06
phi_pi_1p5,dynare,pi,e_i,14,-2.79902950261e-06
phi_pi_1p5,dynare,pi,e_i,15,-1.84760415791e-06
phi_pi_1p5,dynare,pi,e_i,16,-1.21958025849e-06
phi_pi_1p5,dynare,pi,e_i,17,-8.05029584142e-07
phi_pi_1p5,dynare,pi,e_i,18,-5.31389899789e-07
phi_pi_1p5,dynare,pi,e_i,19,-3.50763787021e-07
phi_pi_1p5,dynare,i,e_x,0,0.000151359873223
phi_pi_1p5,dynare,i,e_x,1,9.9910747938e-05
phi_pi_1p5,dynare,i,e_x,2,6.59498276591e-05
phi_pi_1p5,dynare,i,e_x,3,4.35326514717e-05
phi_pi_1p5,dynare,i,e_x,4,2.87353555183e-05
phi_pi_1p5,dynare,i,e_x,5,1.89678466358e-05
phi_pi_1p5,dynare,i,e_x,6,1.25204369151e-05
phi_pi_1p5,dynare,i,e_x,7,8.26458287828e-06
phi_pi_1p5,dynare,i,e_x,8,5.45534717481e-06
phi_pi_1p5,dynare,i,e_x,9,3.60100603213e-06
phi_pi_1p5,dynare,i,e_x,10,2.37697877475e-06
phi_pi_1p5,dynare,i,e_x,11,1.56901378259e-06
phi_pi_1p5,dynare,i,e_x,12,1.03568625691e-06
phi_pi_1p5,dynare,i,e_x,13,6.83643467411e-07
phi_pi_1p5,dynare,i,e_x,14,4.51264451388e-07
phi_pi_1p5,dynare,i,e_x,15,2.97873986652e-07
phi_pi_1p5,dynare,i,e_x,16,1.96622870804e-07
phi_pi_1p5,dynare,i,e_x,17,1.29788283153e-07
phi_pi_1p5,dynare,i,e_x,18,8.56716127423e-08
phi_pi_1p5,dynare,i,e_x,19,5.65507536701e-08
phi_pi_1p5,dynare,i,e_pi,0,0.000193507776382
phi_pi_1p5,dynare,i,e_pi,1,0.000127732048518
phi_pi_1p5,dynare,i,e_pi,2,8.43143181303e-05
phi_pi_1p5,dynare,i,e_pi,3,5.56548205738e-05
phi_pi_1p5,dynare,i,e_pi,4,3.67370468242e-05
phi_pi_1p5,dynare,i,e_pi,5,2.42496623913e-05
phi_pi_1p5,dynare,i,e_pi,6,1.60068970406e-05
phi_pi_1p5,dynare,i,e_pi,7,1.05659513413e-05
phi_pi_1p5,dynare,i,e_pi,8,6.97445154195e-06
phi_pi_1p5,dynare,i,e_pi,9,4.60374771184e-06
phi_pi_1p5,dynare,i,e_pi,10,3.03887594126e-06
phi_pi_1p5,dynare,i,e_pi,11,2.00592377436e-06
phi_pi_1p5,dynare,i,e_pi,12,1.32408504537e-06
phi_pi_1p5,dynare,i,e_pi,13,8.74011879105e-07
phi_pi_1p5,dynare,i,e_pi,14,5.76924244774e-07
phi_pi_1p5,dynare,i,e_pi,15,3.80820435243e-07
phi_pi_1p5,dynare,i,e_pi,16,2.51374777905e-07
phi_pi_1p5,dynare,i,e_pi,17,1.65929328154e-07
phi_pi_1p5,dynare,i,e_pi,18,1.09527861829e-07
phi_pi_1p5,dynare,i,e_pi,19,7.22979635378e-08
phi_pi_1p5,dynare,i,e_i,0,0.000480528587096
phi_pi_1p5,dynare,i,e_i,1,0.000317190874438
phi_pi_1p5,dynare,i,e_i,2,0.000209373705392
phi_pi_1p5,dynare,i,e_i,3,0.000138204948636
phi_pi_1p5,dynare,i,e_i,4,9.12273477305e-05
phi_pi_1p5,dynare,i,e_i,5,6.02180244347e-05
phi_pi_1p5,dynare,i,e_i,6,3.97491602796e-05
phi_pi_1p5,dynare,i,e_i,7,2.62379205854e-05
phi_pi_1p5,dynare,i,e_i,8,1.73193212588e-05
phi_pi_1p5,dynare,i,e_i,9,1.14322660551e-05
phi_pi_1p5,dynare,i,e_i,10,7.54629498472e-06
phi_pi_1p5,dynare,i,e_i,11,4.98121437361e-06
phi_pi_1p5,dynare,i,e_i,12,3.28803693549e-06
phi_pi_1p5,dynare,i,e_i,13,2.17039181177e-06
phi_pi_1p5,dynare,i,e_i,14,1.43264832756e-06
phi_pi_1p5,dynare,i,e_i,15,9.45673135759e-07
phi_pi_1p5,dynare,i,e_i,16,6.24226938666e-07
phi_pi_1p5,dynare,i,e_i,17,4.12044348329e-07
phi_pi_1p5,dynare,i,e_i,18,2.71985290082e-07
phi_pi_1p5,dynare,i,e_i,19,1.79534067925e-07
phi_pi_1p6,dynare,x,e_x,0,0.00398767636056
phi_pi_1p6,dynare,x,e_x,1,-0.000666576343706
phi_pi_1p6,dynare,x,e_x,2,-0.000438914991883
phi_pi_1p6,dynare,x,e_x,3,-0.000289008711333
phi_pi_1p6,dynare,x,e_x,4,-0.000190301167131
phi_pi_1p6,dynare,x,e_x,5,-0.000125306029857
phi_pi_1p6,dynare,x,e_x,6,-8.25092213322e-05
phi_pi_1p6,dynare,x,e_x,7,-5.43291620731e-05
phi_pi_1p6,dynare,x,e_x,8,-3.57736723715e-05
phi_pi_1p6,dynare,x,e_x,9,-2.35555930942e-05
phi_pi_1p6,dynare,x,e_x,10,-1.55104558531e-05
phi_pi_1p6,dynare,x,e_x,11,-1.02130411154e-05
phi_pi_1p6,dynare,x,e_x,12,-6.72489640626e-06
phi_pi_1p6,dynare,x,e_x,13,-4.4280867142e-06
phi_pi_1p6,dynare,x,e_x,14,-2.91572550177e-06
phi_pi_1p6,dynare,x,e_x,15,-1.91989356812e-06
phi_pi_1p6,dynare,x,e_x,16,-1.26417638103e-06
phi_pi_1p6,dynare,x,e_x,17,-8.32411727867e-07
phi_pi_1p6,dynare,x,e_x,18,-5.48111240715e-07
phi_pi_1p6,dynare,x,e_x,19,-3.60910258879e-07
phi_pi_1p6,dynare,x,e_pi,0,-0.00135958132424
phi_pi_1p6,dynare,x,e_pi,1,-0.00089523222888
phi_pi_1p6,dynare,x,e_pi,2,-0.000589476134553
phi_pi_1p6,dynare,x,e_pi,3,-0.00038814745716
phi_pi_1p6,dynare,x,e_pi,4,-0.000255580234159
phi_pi_1p6,dynare,x,e_pi,5,-0.000168289795251
phi_pi_1p6,dynare,x,e_pi,6,-0.000110812384529
phi_pi_1p6,dynare,x,e_pi,7,-7.29657110024e-05
phi_pi_1p6,dynare,x,e_pi,8,-4.80451260456e-05
phi_pi_1p6,dynare,x,e_pi,9,-3.16358753314e-05
phi_pi_1p6,dynare,x,e_pi,10,-2.08310122245e-05
